Nr;Sekunden;DemandHeat;DemandPower;ProductionPV
1184;1064700;64;13;0
1185;1065600;2;13;0
1186;1066500;64;13;0
1187;1067400;6;13;0
1188;1068300;96;13;0
1189;1069200;24;48;1,48
1190;1070100;36;48;1,48
1191;1071000;44;14;1,48
1192;1071900;4;48;1,48
1193;1072800;56;4;7,04
1194;1073700;44;4;7,04
1195;1074600;96;4;7,04
1196;1075500;6;4;7,04
1197;1076400;32;32;11,32
1198;1077300;78;20;11,32
1199;1078200;92;32;11,32
1200;1079100;16;32;11,32
1201;1080000;2;36;8,36
1202;1080900;56;36;8,36
1203;1081800;36;36;8,36
1204;1082700;48;36;8,36
1205;1083600;56;12;5,12
1206;1084500;84;12;5,12
1207;1085400;84;20;5,12
1208;1086300;4;12;5,12
1209;1087200;8;20;6
1210;1088100;36;20;6
1211;1089000;92;20;6
1212;1089900;64;20;6
1213;1090800;36;44;1,44
1214;1091700;28;44;1,44
1215;1092600;28;44;1,44
1216;1093500;4;44;1,44
1217;1094400;36;24;0
1218;1095300;24;20;0
1219;1096200;36;20;0
1220;1097100;2;20;0
1221;1098000;4;20;0
1222;1098900;36;20;0
1223;1099800;56;19;0
1224;1100700;56;18;0
1225;1101600;8;17;0
1226;1102500;56;16;0
1227;1103400;58;4;0
1228;1104300;72;13;0
1229;1105200;105;24;0
1230;1106100;24;11;0
1231;1107000;68;10;0
1232;1107900;32;10;0
1233;1108800;4;10;0
1234;1109700;44;10;0
1235;1110600;12;10;0
1236;1111500;88;10;0
1237;1112400;76;10;0
1238;1113300;88;10;0
1239;1114200;96;8;0
1240;1115100;52;36;0
1241;1116000;27;8;0
1242;1116900;44;4;0
1243;1117800;64;3;0
1244;1118700;68;3;0
1245;1119600;2;3;0
1246;1120500;96;3;0
1247;1121400;88;3;0
1248;1122300;24;3;0
1249;1123200;72;3;0
1250;1124100;68;3;0
1251;1125000;4;3;0
1252;1125900;36;3;0
1253;1126800;24;3;0
1254;1127700;14;28;0
1255;1128600;64;3;0
1256;1129500;28;3;0
1257;1130400;88;3;0
1258;1131300;48;3;0
1259;1132200;12;28;0
1260;1133100;56;3;0
1261;1134000;12;3;0
1262;1134900;64;3;0
1263;1135800;12;3;0
1264;1136700;56;3;0
1265;1137600;12;28;0
1266;1138500;6;3;0
1267;1139400;16;3;0
1268;1140300;8;3;0
1269;1141200;16;3;0
1270;1142100;8;3;0
1271;1143000;88;4;0
1272;1143900;76;5;0
1273;1144800;56;6;0
1274;1145700;68;7;0
1275;1146600;88;8;0
1276;1147500;28;8;0
1277;1148400;6;8;0
1278;1149300;24;8;0
1279;1150200;68;8;0
1280;1151100;56;8;0
1281;1152000;4;48;0,48
1282;1152900;68;48;0,48
1283;1153800;76;48;0,48
1284;1154700;68;48;0,48
1285;1155600;16;76;20,76
1286;1156500;88;76;20,76
1287;1157400;64;76;20,76
1288;1158300;56;10;20,76
1289;1159200;6;12;37,12
1290;1160100;12;12;37,12
1291;1161000;32;14;37,12
1292;1161900;64;12;37,12
1293;1162800;8;32;47,32
1294;1163700;28;32;47,32
1295;1164600;96;14;47,32
1296;1165500;6;32;47,32
1297;1166400;4;96;50,96
1298;1167300;12;96;50,96
1299;1168200;24;96;50,96
1300;1169100;36;96;50,96
1301;1170000;84;4;46,04
1302;1170900;12;4;46,04
1303;1171800;4;4;46,04
1304;1172700;88;4;46,04
1305;1173600;88;8;28,8
1306;1174500;28;8;28,8
1307;1175400;48;8;28,8
1308;1176300;88;8;28,8
1309;1177200;28;96;4,96
1310;1178100;12;96;4,96
1311;1179000;68;96;4,96
1312;1179900;36;96;4,96
1313;1180800;24;48;1,48
1314;1181700;12;48;1,48
1315;1182600;24;48;1,48
1316;1183500;68;48;1,48
1317;1184400;44;14;0
1318;1185300;88;14;0
1319;1186200;2;13;0
1320;1187100;36;12;0
1321;1188000;8;11;0
1322;1188900;64;11;0
1323;1189800;4;10;0
1324;1190700;16;10;0
1325;1191600;24;10;0
1326;1192500;64;10;0
1327;1193400;2;10;0
1328;1194300;4;10;0
1329;1195200;96;10;0
1330;1196100;48;10;0
1331;1197000;2;10;0
1332;1197900;96;10;0
1333;1198800;76;10;0
1334;1199700;44;10;0
1335;1200600;12;8;0
1336;1201500;84;7;0
1337;1202400;24;6;0
1338;1203300;92;4;0
1339;1204200;4;3;0
1340;1205100;16;3;0
1341;1206000;88;3;0
1342;1206900;84;3;0
1343;1207800;68;3;0
1344;1208700;32;3;0
1345;1209600;52;3;0
1346;1210500;88;3;0
1347;1211400;96;3;0
1348;1212300;14;28;0
1349;1213200;56;28;0
1350;1214100;76;3;0
1351;1215000;96;3;0
1352;1215900;8;3;0
1353;1216800;72;3;0
1354;1217700;24;3;0
1355;1218600;72;3;0
1356;1219500;16;3;0
1357;1220400;56;3;0
1358;1221300;12;3;0
1359;1222200;72;3;0
1360;1223100;36;3;0
1361;1224000;36;3;0
1362;1224900;76;3;0
1363;1225800;4;3;0
1364;1226700;8;3;0
1365;1227600;84;3;0
1366;1228500;8;3;0
1367;1229400;92;3;0
1368;1230300;13;28;0
1369;1231200;16;3;0
1370;1232100;84;3;0
1371;1233000;8;3;0
1372;1233900;48;3;0
1373;1234800;92;3;0
1374;1235700;76;3;0
1375;1236600;84;3;0
1376;1237500;4;3;0
1377;1238400;72;3;0
1378;1239300;68;3;0
1379;1240200;48;3;0
1380;1241100;6;3;0
1381;1242000;64;52;7,52
1382;1242900;48;52;7,52
1383;1243800;4;52;7,52
1384;1244700;8;52;7,52
1385;1245600;24;7;11
1386;1246500;68;8;11
1387;1247400;52;8;11
1388;1248300;84;8;11
1389;1249200;76;32;30,32
1390;1250100;8;32;30,32
1391;1251000;8;32;30,32
1392;1251900;8;32;30,32
1393;1252800;4;4;50,04
1394;1253700;8;4;50,04
1395;1254600;72;4;50,04
1396;1255500;2;4;50,04
1397;1256400;52;84;32,84
1398;1257300;64;84;32,84
1399;1258200;92;84;32,84
1400;1259100;118;10;32,84
1401;1260000;4;4;26,4
1402;1260900;24;4;26,4
1403;1261800;44;4;26,4
1404;1262700;64;4;26,4
1405;1263600;2;52;13,52
1406;1264500;72;52;13,52
1407;1265400;92;52;13,52
1408;1266300;24;52;13,52
1409;1267200;44;48;0,48
1410;1268100;4;48;0,48
1411;1269000;32;48;0,48
1412;1269900;96;48;0,48
1413;1270800;28;10;0
1414;1271700;2;10;0
1415;1272600;8;10;0
1416;1273500;24;10;0
1417;1274400;76;10;0
1418;1275300;76;10;0
1419;1276200;68;10;0
1420;1277100;6;10;0
1421;1278000;76;10;0
1422;1278900;28;10;0
1423;1279800;96;10;0
1424;1280700;84;10;0
1425;1281600;68;10;0
1426;1282500;4;10;0
1427;1283400;2;10;0
1428;1284300;12;10;0
1429;1285200;36;10;0
1430;1286100;4;10;0
1431;1287000;28;8;0
1432;1287900;4;7;0
1433;1288800;76;6;0
1434;1289700;12;4;0
1435;1290600;6;3;0
1436;1291500;12;3;0
1437;1292400;8;3;0
1438;1293300;8;3;0
1439;1294200;28;3;0
1440;1295100;28;3;0
1441;1296000;96;3;0
1442;1296900;36;3;0
1443;1297800;72;3;0
1444;1298700;4;3;0
1445;1299600;44;3;0
1446;1300500;44;3;0
1447;1301400;36;3;0
1448;1302300;2;3;0
1449;1303200;16;3;0
1450;1304100;96;3;0
1451;1305000;64;3;0
1452;1305900;28;3;0
1453;1306800;16;3;0
1454;1307700;92;3;0
1455;1308600;72;3;0
1456;1309500;4;3;0
1457;1310400;24;3;0
1458;1311300;68;3;0
1459;1312200;32;3;0
1460;1313100;16;3;0
1461;1314000;92;3;0
1462;1314900;56;3;0
1463;1315800;56;5;0
1464;1316700;72;7;0
1465;1317600;68;9;0
1466;1318500;44;11;0
1467;1319400;48;13;0
1468;1320300;92;13;0
1469;1321200;28;13;0
1470;1322100;88;13;0
1471;1323000;44;13;0
1472;1323900;28;13;0
1473;1324800;6;13;0
1474;1325700;56;13;0
1475;1326600;48;13;0
1476;1327500;96;13;0
1477;1328400;12;8;5,08
1478;1329300;96;8;5,08
1479;1330200;48;8;5,08
1480;1331100;36;8;5,08
1481;1332000;28;72;15,72
1482;1332900;72;72;15,72
1483;1333800;4;72;15,72
1484;1334700;56;72;15,72
1485;1335600;32;28;22,28
1486;1336500;56;28;22,28
1487;1337400;44;28;22,28
1488;1338300;12;28;22,28
1489;1339200;92;6;19,6
1490;1340100;64;6;19,6
1491;1341000;28;6;19,6
1492;1341900;84;6;19,6
1493;1342800;84;32;7,32
1494;1343700;12;32;7,32
1495;1344600;92;32;7,32
1496;1345500;4;32;7,32
1497;1346400;68;52;3,52
1498;1347300;44;52;3,52
1499;1348200;76;52;3,52
1500;1349100;12;52;3,52
1501;1350000;56;48;1,48
1502;1350900;16;48;1,48
1503;1351800;12;48;1,48
1504;1352700;24;48;1,48
1505;1353600;8;4;0,04
1506;1354500;56;4;0,04
1507;1355400;38;20;0,04
1508;1356300;48;4;0,04
1509;1357200;92;20;0
1510;1358100;92;20;0
1511;1359000;8;19;0
1512;1359900;4;18;0
1513;1360800;6;17;0
1514;1361700;6;16;0
1515;1362600;72;14;0
1516;1363500;6;13;0
1517;1364400;2;12;0
1518;1365300;84;11;0
1519;1366200;56;10;0
1520;1367100;52;10;0
1521;1368000;4;10;0
1522;1368900;92;10;0
1523;1369800;72;10;0
1524;1370700;6;10;0
1525;1371600;88;10;0
1526;1372500;2;10;0
1527;1373400;32;8;0
1528;1374300;44;7;0
1529;1375200;8;6;0
1530;1376100;44;4;0
1531;1377000;92;3;0
1532;1377900;2;3;0
1533;1378800;84;28;0
1534;1379700;12;3;0
1535;1380600;6;3;0
1536;1381500;92;3;0
1537;1382400;56;3;0
1538;1383300;4;3;0
1539;1384200;4;3;0
1540;1385100;8;3;0
1541;1386000;8;3;0
1542;1386900;56;3;0
1543;1387800;13;28;0
1544;1388700;32;3;0
1545;1389600;88;3;0
1546;1390500;36;3;0
1547;1391400;76;3;0
1548;1392300;8;3;0
1549;1393200;8;3;0
1550;1394100;4;3;0
1551;1395000;8;3;0
1552;1395900;16;3;0
1553;1396800;68;3;0
1554;1397700;88;3;0
1555;1398600;28;3;0
1556;1399500;92;3;0
1557;1400400;84;3;0
1558;1401300;28;3;0
1559;1402200;64;5;0
1560;1403100;4;7;0
1561;1404000;84;9;0
1562;1404900;56;11;0
1563;1405800;64;13;0
1564;1406700;12;13;0
1565;1407600;2;13;0
1566;1408500;2;13;0
1567;1409400;4;13;0
1568;1410300;4;13;0
1569;1411200;64;13;0
1570;1412100;96;13;0
1571;1413000;4;13;0
1572;1413900;92;13;0
1573;1414800;8;92;12,92
1574;1415700;56;92;12,92
1575;1416600;12;92;12,92
1576;1417500;42;16;12,92
1577;1418400;24;72;23,72
1578;1419300;48;72;23,72
1579;1420200;88;72;23,72
1580;1421100;44;72;23,72
1581;1422000;2;56;34,56
1582;1422900;88;56;34,56
1583;1423800;64;56;34,56
1584;1424700;84;56;34,56
1585;1425600;2;12;37,12
1586;1426500;72;12;37,12
1587;1427400;54;20;37,12
1588;1428300;4;12;37,12
1589;1429200;4;32;28,32
1590;1430100;79;20;28,32
1591;1431000;6;32;28,32
1592;1431900;68;32;28,32
1593;1432800;88;64;23,64
1594;1433700;68;64;23,64
1595;1434600;48;64;23,64
1596;1435500;76;64;23,64
1597;1436400;52;28;13,28
1598;1437300;76;28;13,28
1599;1438200;68;28;13,28
1600;1439100;36;28;13,28
1601;1440000;96;12;0,12
1602;1440900;88;12;0,12
1603;1441800;16;12;0,12
1604;1442700;8;12;0,12
1605;1443600;24;20;0
1606;1444500;48;20;0
1607;1445400;48;19;0
1608;1446300;24;18;0
1609;1447200;4;17;0
1610;1448100;92;16;0
1611;1449000;16;14;0
1612;1449900;68;13;0
1613;1450800;52;12;0
1614;1451700;52;11;0
1615;1452600;52;10;0
1616;1453500;8;10;0
1617;1454400;52;10;0
1618;1455300;88;10;0
1619;1456200;6;10;0
1620;1457100;24;10;0
1621;1458000;24;10;0
1622;1458900;24;10;0
1623;1459800;28;8;0
1624;1460700;24;7;0
1625;1461600;2;6;0
1626;1462500;6;4;0
1627;1463400;4;3;0
1628;1464300;32;3;0
1629;1465200;4;28;0
1630;1466100;76;3;0
1631;1467000;44;3;0
1632;1467900;72;3;0
1633;1468800;4;3;0
1634;1469700;92;3;0
1635;1470600;72;3;0
1636;1471500;36;3;0
1637;1472400;68;3;0
1638;1473300;72;3;0
1639;1474200;76;3;0
1640;1475100;76;3;0
1641;1476000;2;3;0
1642;1476900;52;3;0
1643;1477800;84;3;0
1644;1478700;8;3;0
1645;1479600;84;3;0
1646;1480500;52;3;0
1647;1481400;12;3;0
1648;1482300;72;3;0
1649;1483200;72;3;0
1650;1484100;64;3;0
1651;1485000;25;28;0
1652;1485900;28;3;0
1653;1486800;52;3;0
1654;1487700;92;3;0
1655;1488600;84;5;0
1656;1489500;76;7;0
1657;1490400;8;9;0
1658;1491300;28;11;0
1659;1492200;48;13;0
1660;1493100;92;13;0
1661;1494000;96;13;0
1662;1494900;56;48;0
1663;1495800;8;13;0
1664;1496700;48;13;0
1665;1497600;64;4;0,4
1666;1498500;44;4;0,4
1667;1499400;92;4;0,4
1668;1500300;73;13;0,4
1669;1501200;56;48;16,48
1670;1502100;49;13;16,48
1671;1503000;72;48;16,48
1672;1503900;64;48;16,48
1673;1504800;28;88;27,88
1674;1505700;56;88;27,88
1675;1506600;88;88;27,88
1676;1507500;4;88;27,88
1677;1508400;52;8;17,8
1678;1509300;12;8;17,8
1679;1510200;12;8;17,8
1680;1511100;76;8;17,8
1681;1512000;56;84;11,84
1682;1512900;6;84;11,84
1683;1513800;92;84;11,84
1684;1514700;68;84;11,84
1685;1515600;92;96;4,96
1686;1516500;4;96;4,96
1687;1517400;64;96;4,96
1688;1518300;56;96;4,96
1689;1519200;88;6;3,6
1690;1520100;76;6;3,6
1691;1521000;68;6;3,6
1692;1521900;84;6;3,6
1693;1522800;96;36;0,36
1694;1523700;64;36;0,36
1695;1524600;12;36;0,36
1696;1525500;56;36;0,36
1697;1526400;6;20;0
1698;1527300;12;20;0
1699;1528200;8;20;0
1700;1529100;8;20;0
1701;1530000;4;20;0
1702;1530900;44;20;0
1703;1531800;4;19;0
1704;1532700;8;18;0
1705;1533600;4;17;0
1706;1534500;4;16;0
1707;1535400;44;14;0
1708;1536300;88;13;0
1709;1537200;56;12;0
1710;1538100;56;11;0
1711;1539000;64;10;0
1712;1539900;92;10;0
1713;1540800;48;10;0
1714;1541700;6;10;0
1715;1542600;12;10;0
1716;1543500;64;10;0
1717;1544400;24;10;0
1718;1545300;56;10;0
1719;1546200;8;8;0
1720;1547100;68;7;0
1721;1548000;8;6;0
1722;1548900;44;4;0
1723;1549800;2;3;0
1724;1550700;52;3;0
1725;1551600;96;28;0
1726;1552500;36;3;0
1727;1553400;15;28;0
1728;1554300;2;3;0
1729;1555200;52;3;0
1730;1556100;84;3;0
1731;1557000;84;3;0
1732;1557900;68;3;0
1733;1558800;56;3;0
1734;1559700;88;3;0
1735;1560600;8;3;0
1736;1561500;16;3;0
1737;1562400;56;3;0
1738;1563300;8;3;0
1739;1564200;12;28;0
1740;1565100;8;3;0
1741;1566000;52;3;0
1742;1566900;92;3;0
1743;1567800;28;3;0
1744;1568700;52;3;0
1745;1569600;32;3;0
1746;1570500;17;28;0
1747;1571400;48;3;0
1748;1572300;56;3;0
1749;1573200;52;3;0
1750;1574100;44;3;0
1751;1575000;96;5;0
1752;1575900;88;7;0
1753;1576800;96;9;0
1754;1577700;4;11;0
1755;1578600;96;13;0
1756;1579500;36;13;0
1757;1580400;36;13;0
1758;1581300;56;48;0
1759;1582200;4;13;0
1760;1583100;32;13;0
1761;1584000;4;12;0,12
1762;1584900;88;12;0,12
1763;1585800;32;12;0,12
1764;1586700;48;12;0,12
1765;1587600;84;4;14,4
1766;1588500;92;4;14,4
1767;1589400;4;4;14,4
1768;1590300;52;4;14,4
1769;1591200;72;56;23,56
1770;1592100;92;56;23,56
1771;1593000;6;56;23,56
1772;1593900;16;56;23,56
1773;1594800;76;48;28,48
1774;1595700;8;48;28,48
1775;1596600;16;48;28,48
1776;1597500;84;48;28,48
1777;1598400;48;8;25,8
1778;1599300;36;8;25,8
1779;1600200;52;8;25,8
1780;1601100;2;8;25,8
1781;1602000;6;64;21,64
1782;1602900;28;64;21,64
1783;1603800;12;64;21,64
1784;1604700;44;64;21,64
1785;1605600;92;36;16,36
1786;1606500;24;36;16,36
1787;1607400;12;36;16,36
1788;1608300;4;36;16,36
1789;1609200;72;96;15,96
1790;1610100;4;96;15,96
1791;1611000;84;96;15,96
1792;1611900;32;96;15,96
1793;1612800;8;76;1,76
1794;1613700;56;76;1,76
1795;1614600;28;76;1,76
1796;1615500;8;76;1,76
1797;1616400;56;20;0
1798;1617300;36;20;0
1799;1618200;68;19;0
1800;1619100;6;18;0
1801;1620000;84;17;0
1802;1620900;56;16;0
1803;1621800;64;14;0
1804;1622700;2;13;0
1805;1623600;6;12;0
1806;1624500;44;11;0
1807;1625400;28;10;0
1808;1626300;32;10;0
1809;1627200;72;10;0
1810;1628100;52;10;0
1811;1629000;8;10;0
1812;1629900;61;8;0
1813;1630800;64;10;0
1814;1631700;28;10;0
1815;1632600;8;8;0
1816;1633500;96;7;0
1817;1634400;52;6;0
1818;1635300;84;4;0
1819;1636200;56;3;0
1820;1637100;88;3;0
1821;1638000;36;28;0
1822;1638900;88;3;0
1823;1639800;48;3;0
1824;1640700;24;3;0
1825;1641600;28;3;0
1826;1642500;36;3;0
1827;1643400;36;3;0
1828;1644300;28;3;0
1829;1645200;6;3;0
1830;1646100;4;3;0
1831;1647000;16;3;0
1832;1647900;72;3;0
1833;1648800;6;3;0
1834;1649700;36;3;0
1835;1650600;12;28;0
1836;1651500;56;3;0
1837;1652400;32;3;0
1838;1653300;13;28;0
1839;1654200;64;3;0
1840;1655100;2;3;0
1841;1656000;8;3;0
1842;1656900;84;3;0
1843;1657800;88;3;0
1844;1658700;28;3;0
1845;1659600;8;3;0
1846;1660500;96;3;0
1847;1661400;52;5;0
1848;1662300;12;7;0
1849;1663200;92;9;0
1850;1664100;6;11;0
1851;1665000;28;13;0
1852;1665900;52;13;0
1853;1666800;96;13;0
1854;1667700;4;13;0
1855;1668600;72;13;0
1856;1669500;2;13;0
1857;1670400;8;13;0
1858;1671300;92;13;0
1859;1672200;6;13;0
1860;1673100;36;13;0
1861;1674000;56;56;9,56
1862;1674900;36;56;9,56
1863;1675800;4;56;9,56
1864;1676700;68;56;9,56
1865;1677600;4;24;13,24
1866;1678500;36;24;13,24
1867;1679400;44;24;13,24
1868;1680300;28;24;13,24
1869;1681200;62;20;19,84
1870;1682100;76;84;19,84
1871;1683000;68;84;19,84
1872;1683900;8;84;19,84
1873;1684800;68;72;22,72
1874;1685700;72;72;22,72
1875;1686600;6;72;22,72
1876;1687500;64;72;22,72
1877;1688400;44;68;22,68
1878;1689300;76;68;22,68
1879;1690200;8;68;22,68
1880;1691100;6;68;22,68
1881;1692000;16;64;11,64
1882;1692900;72;64;11,64
1883;1693800;56;64;11,64
1884;1694700;60;20;11,64
1885;1695600;84;4;11,04
1886;1696500;24;4;11,04
1887;1697400;52;4;11,04
1888;1698300;12;4;11,04
1889;1699200;48;32;2,32
1890;1700100;64;32;2,32
1891;1701000;96;32;2,32
1892;1701900;48;32;2,32
1893;1702800;64;20;0
1894;1703700;36;20;0
1895;1704600;8;19;0
1896;1705500;88;18;0
1897;1706400;72;17;0
1898;1707300;24;16;0
1899;1708200;76;14;0
1900;1709100;36;13;0
1901;1710000;8;12;0
1902;1710900;56;11;0
1903;1711800;32;10;0
1904;1712700;36;10;0
1905;1713600;4;10;0
1906;1714500;91;8;0
1907;1715400;96;10;0
1908;1716300;88;10;0
1909;1717200;44;10;0
1910;1718100;8;10;0
1911;1719000;32;8;0
1912;1719900;92;7;0
1913;1720800;24;6;0
1914;1721700;2;4;0
1915;1722600;36;3;0
1916;1723500;8;3;0
1917;1724400;72;3;0
1918;1725300;96;3;0
1919;1726200;64;3;0
1920;1727100;8;3;0
1921;1728000;52;3;0
1922;1728900;92;3;0
1923;1729800;15;28;0
1924;1730700;76;3;0
1925;1731600;84;3;0
1926;1732500;6;3;0
1927;1733400;16;3;0
1928;1734300;6;3;0
1929;1735200;13;28;0
1930;1736100;4;3;0
1931;1737000;68;3;0
1932;1737900;96;3;0
1933;1738800;12;3;0
1934;1739700;28;3;0
1935;1740600;36;3;0
1936;1741500;4;3;0
1937;1742400;6;3;0
1938;1743300;68;3;0
1939;1744200;12;3;0
1940;1745100;4;3;0
1941;1746000;4;3;0
1942;1746900;52;3;0
1943;1747800;12;4;0
1944;1748700;64;5;0
1945;1749600;32;6;0
1946;1750500;6;7;0
1947;1751400;52;8;0
1948;1752300;44;8;0
1949;1753200;17;4;0
1950;1754100;56;8;0
1951;1755000;44;8;0
1952;1755900;8;8;0
1953;1756800;68;68;0,68
1954;1757700;28;68;0,68
1955;1758600;68;68;0,68
1956;1759500;76;68;0,68
1957;1760400;8;8;21,08
1958;1761300;96;8;21,08
1959;1762200;8;8;21,08
1960;1763100;56;8;21,08
1961;1764000;32;72;37,72
1962;1764900;52;72;37,72
1963;1765800;24;14;37,72
1964;1766700;8;72;37,72
1965;1767600;24;48;35,48
1966;1768500;64;48;35,48
1967;1769400;28;48;35,48
1968;1770300;68;48;35,48
1969;1771200;24;76;15,76
1970;1772100;84;76;15,76
1971;1773000;84;76;15,76
1972;1773900;96;76;15,76
1973;1774800;32;16;14,16
1974;1775700;4;16;14,16
1975;1776600;6;16;14,16
1976;1777500;76;16;14,16
1977;1778400;95;14;23,08
1978;1779300;56;8;23,08
1979;1780200;32;8;23,08
1980;1781100;12;8;23,08
1981;1782000;76;44;8,44
1982;1782900;48;44;8,44
1983;1783800;4;44;8,44
1984;1784700;68;14;8,44
1985;1785600;64;12;0,12
1986;1786500;92;12;0,12
1987;1787400;4;12;0,12
1988;1788300;8;12;0,12
1989;1789200;28;14;0
1990;1790100;6;14;0
1991;1791000;4;13;0
1992;1791900;24;12;0
1993;1792800;2;11;0
1994;1793700;4;11;0
1995;1794600;12;10;0
1996;1795500;52;10;0
1997;1796400;8;10;0
1998;1797300;36;10;0
1999;1798200;88;10;0
2000;1799100;64;10;0
2001;1800000;36;10;0
2002;1800900;76;10;0
2003;1801800;2;10;0
2004;1802700;48;10;0
2005;1803600;96;10;0
2006;1804500;52;10;0
2007;1805400;4;8;0
2008;1806300;56;7;0
2009;1807200;24;6;0
2010;1808100;72;4;0
2011;1809000;64;3;0
2012;1809900;12;3;0
2013;1810800;44;3;0
2014;1811700;16;3;0
2015;1812600;88;3;0
2016;1813500;44;3;0
2017;1814400;12;3;0
2018;1815300;76;3;0
2019;1816200;12;3;0
2020;1817100;36;3;0
2021;1818000;2;28;0
2022;1818900;52;3;0
2023;1819800;72;3;0
2024;1820700;76;3;0
2025;1821600;64;3;0
2026;1822500;36;3;0
2027;1823400;92;3;0
2028;1824300;44;3;0
2029;1825200;56;3;0
2030;1826100;52;3;0
2031;1827000;48;3;0
2032;1827900;4;3;0
2033;1828800;92;3;0
2034;1829700;48;3;0
2035;1830600;76;3;0
2036;1831500;6;3;0
2037;1832400;44;3;0
2038;1833300;36;3;0
2039;1834200;64;3;0
2040;1835100;4;3;0
2041;1836000;16;3;0
2042;1836900;64;3;0
2043;1837800;12;3;0
2044;1838700;88;3;0
2045;1839600;72;3;0
2046;1840500;48;3;0
2047;1841400;4;3;0
2048;1842300;8;3;0
2049;1843200;48;88;1,88
2050;1844100;8;88;1,88
2051;1845000;36;88;1,88
2052;1845900;68;88;1,88
2053;1846800;84;4;21,4
2054;1847700;68;4;21,4
2055;1848600;28;4;21,4
2056;1849500;24;4;21,4
2057;1850400;76;4;39,04
2058;1851300;44;4;39,04
2059;1852200;36;10;39,04
2060;1853100;28;4;39,04
2061;1854000;12;36;55,36
2062;1854900;76;36;55,36
2063;1855800;16;36;55,36
2064;1856700;76;36;55,36
2065;1857600;8;8;64,8
2066;1858500;88;8;64,8
2067;1859400;96;8;64,8
2068;1860300;72;8;64,8
2069;1861200;52;12;55,12
2070;1862100;103;10;55,12
2071;1863000;4;12;55,12
2072;1863900;8;12;55,12
2073;1864800;2;48;36,48
2074;1865700;84;48;36,48
2075;1866600;84;48;36,48
2076;1867500;72;48;36,48
2077;1868400;28;36;10,36
2078;1869300;6;36;10,36
2079;1870200;52;10;10,36
2080;1871100;72;36;10,36
2081;1872000;24;72;6,72
2082;1872900;32;72;6,72
2083;1873800;48;72;6,72
2084;1874700;16;72;6,72
2085;1875600;64;10;0
2086;1876500;76;10;0
2087;1877400;12;10;0
2088;1878300;28;10;0
2089;1879200;72;10;0
2090;1880100;4;10;0
2091;1881000;72;10;0
2092;1881900;96;10;0
2093;1882800;96;10;0
2094;1883700;36;10;0
2095;1884600;92;10;0
2096;1885500;56;10;0
2097;1886400;28;10;0
2098;1887300;28;10;0
2099;1888200;48;10;0
2100;1889100;68;10;0
2101;1890000;68;10;0
2102;1890900;2;10;0
2103;1891800;68;72;0
2104;1892700;68;7;0
2105;1893600;48;6;0
2106;1894500;48;4;0
2107;1895400;12;3;0
2108;1896300;13;28;0
2109;1897200;88;3;0
2110;1898100;24;3;0
2111;1899000;48;3;0
2112;1899900;48;3;0
2113;1900800;64;3;0
